id,ast,blk,dreb,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,ft_pct,fta,ftm,min,oreb,pf,pts,reb,stl,turnover,game.id,game.date,game.home_team_id,game.home_team_score,game.period,game.postseason,game.season,game.status,game.time,game.visitor_team_id,game.visitor_team_score,player.id,player.first_name,player.height_feet,player.height_inches,player.last_name,player.position,player.team_id,player.weight_pounds,team.id,team.abbreviation,team.city,team.conference,team.division,team.full_name,team.name
1069399,0.0,0.0,0.0,0.5,2.0,1.0,0.75,4.0,3.0,1.0,2.0,2.0,15:50,0.0,2.0,9.0,0.0,0.0,2.0,46901,2019-01-19T00:00:00.000Z,12,111,4,False,2018,Final, ,7,99,305,Doug,6.0,8.0,McDermott,F,12,225.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1069400,4.0,0.0,4.0,0.0,3.0,0.0,0.444,9.0,4.0,0.0,0.0,0.0,22:48,1.0,1.0,8.0,5.0,0.0,0.0,46901,2019-01-19T00:00:00.000Z,12,111,4,False,2018,Final, ,7,99,251,Cory,6.0,3.0,Joseph,G,26,193.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1069401,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2:41,0.0,1.0,2.0,0.0,0.0,1.0,46901,2019-01-19T00:00:00.000Z,12,111,4,False,2018,Final, ,7,99,352,Kyle,6.0,10.0,O'Quinn,C,23,250.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1069402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1:30,0.0,0.0,0.0,0.0,0.0,0.0,46901,2019-01-19T00:00:00.000Z,12,111,4,False,2018,Final, ,7,99,213,Aaron,6.0,1.0,Holiday,G,12,185.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1069403,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:30,0.0,0.0,0.0,1.0,0.0,0.0,46901,2019-01-19T00:00:00.000Z,12,111,4,False,2018,Final, ,7,99,270,TJ,6.0,10.0,Leaf,F,12,225.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1069404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1:30,0.0,0.0,0.0,0.0,0.0,0.0,46901,2019-01-19T00:00:00.000Z,12,111,4,False,2018,Final, ,7,99,240,Alize,6.0,9.0,Johnson,F,12,212.0,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1069405,1.0,1.0,1.0,0.4,5.0,2.0,0.375,8.0,3.0,1.0,1.0,1.0,26:17,0.0,4.0,9.0,1.0,3.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,61,Mikal,6.0,7.0,Bridges,F,24,210.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069406,0.0,2.0,3.0,1.0,1.0,1.0,0.5,12.0,6.0,0.75,4.0,3.0,33:59,0.0,2.0,16.0,3.0,1.0,2.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,469,T.J.,6.0,8.0,Warren,F,12,215.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069407,0.0,1.0,1.0,0.0,0.0,0.0,0.571,7.0,4.0,1.0,2.0,2.0,21:40,1.0,3.0,10.0,2.0,1.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,22,Deandre,7.0,1.0,Ayton,C,24,250.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069408,11.0,0.0,1.0,0.286,7.0,2.0,0.435,23.0,10.0,0.833,12.0,10.0,37:32,1.0,0.0,32.0,2.0,0.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,57,Devin,6.0,6.0,Booker,G,24,210.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069409,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13:14,0.0,1.0,3.0,1.0,0.0,1.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,313,De'Anthony,6.0,4.0,Melton,G,15,200.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069410,1.0,0.0,2.0,0.0,5.0,0.0,0.25,12.0,3.0,0.4,5.0,2.0,27:46,1.0,4.0,8.0,3.0,0.0,1.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,234,Josh,6.0,8.0,Jackson,F,15,200.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069411,0.0,0.0,3.0,0.0,0.0,0.0,0.667,3.0,2.0,0.0,0.0,0.0,14:20,1.0,1.0,4.0,4.0,0.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,217,Richaun,6.0,10.0,Holmes,F-C,26,235.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069412,1.0,2.0,2.0,0.5,8.0,4.0,0.6,15.0,9.0,0.667,3.0,2.0,30:04,1.0,3.0,24.0,3.0,1.0,2.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,360,Kelly,6.0,7.0,Oubre Jr.,F,24,205.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069413,0.0,0.0,0.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,10:28,0.0,3.0,5.0,0.0,1.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,116,Troy,6.0,4.0,Daniels,G,8,205.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069414,4.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,12:40,0.0,3.0,2.0,2.0,0.0,1.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,355,Elie,6.0,3.0,Okobo,G,24,190.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069415,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,9:26,2.0,2.0,2.0,5.0,0.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,2020,Quincy,,,Acy,,28,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2:34,0.0,0.0,0.0,0.0,0.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,43,Dragan,7.0,1.0,Bender,F,10,225.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069417,,,,,,,,,,,,,,,,,,,,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,13,Ryan,6.0,10.0,Anderson,F,11,240.0,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1069418,6.0,0.0,3.0,0.667,3.0,2.0,0.667,6.0,4.0,1.0,5.0,5.0,32:26,0.0,2.0,15.0,3.0,1.0,3.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,33,Nicolas,6.0,8.0,Batum,F-G,4,200.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069419,2.0,1.0,3.0,0.75,4.0,3.0,0.571,7.0,4.0,1.0,3.0,3.0,22:07,1.0,5.0,14.0,4.0,0.0,2.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,482,Marvin,6.0,9.0,Williams,F,17,237.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069420,3.0,5.0,8.0,0.0,0.0,0.0,0.714,7.0,5.0,1.0,1.0,1.0,27:17,5.0,2.0,11.0,13.0,0.0,1.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,48,Bismack,6.0,9.0,Biyombo,C,4,255.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069421,6.0,0.0,5.0,0.714,7.0,5.0,0.667,9.0,6.0,1.0,1.0,1.0,23:54,0.0,1.0,18.0,5.0,0.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,267,Jeremy,6.0,5.0,Lamb,G,12,185.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069422,3.0,1.0,7.0,0.3,10.0,3.0,0.409,22.0,9.0,0.0,0.0,0.0,32:34,1.0,1.0,21.0,8.0,2.0,5.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,465,Kemba,6.0,1.0,Walker,G,2,184.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069423,0.0,0.0,1.0,0.0,1.0,0.0,0.75,4.0,3.0,0.667,6.0,4.0,24:19,2.0,5.0,10.0,3.0,1.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,255,Michael,6.0,7.0,Kidd-Gilchrist,F,7,232.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069424,0.0,0.0,9.0,0.0,0.0,0.0,0.667,6.0,4.0,0.5,2.0,1.0,17:20,4.0,6.0,9.0,13.0,0.0,2.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,207,Willy,6.0,11.0,Hernangomez,C,4,240.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069425,2.0,1.0,1.0,0.0,2.0,0.0,0.4,10.0,4.0,1.0,2.0,2.0,17:49,1.0,0.0,10.0,2.0,0.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,62,Miles,6.0,7.0,Bridges,F,4,225.0,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069426,4.0,0.0,1.0,0.25,4.0,1.0,0.5,6.0,3.0,0.0,1.0,0.0,18:38,0.0,2.0,7.0,1.0,1.0,1.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,324,Malik,6,3,Monk,G,4,200,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069427,4.0,0.0,1.0,0.0,1.0,0.0,0.5,8.0,4.0,1.0,6.0,6.0,18:28,0.0,2.0,14.0,1.0,0.0,2.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,363,Tony,6,2,Parker,G,4,185,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069428,1.0,0.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,0.0,0.0,2:34,0.0,0.0,3.0,0.0,0.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,23,Dwayne,6,7,Bacon,G-F,4,221,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069429,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2:34,0.0,0.0,3.0,0.0,0.0,0.0,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,180,Devonte',6,2,Graham,G,4,185,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1069430,,,,,,,,,,,,,,,,,,,,46904,2019-01-19T00:00:00.000Z,4,135,4,False,2018,Final, ,24,115,252,Frank,7,0,Kaminsky,F-C,24,242,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
473,,,,,,,,,,,,,,,,,,,,27,2018-10-20T00:00:00.000Z,30,113,4,False,2018,Final, ,28,117,310,Jordan,6,5,McRae,G,9,179,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1069431,3.0,0.0,3.0,0.333,3.0,1.0,0.4,15.0,6.0,1.0,2.0,2.0,27:51,0.0,0.0,15.0,3.0,0.0,1.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,315,Khris,6,8,Middleton,F,17,222,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069432,5.0,0.0,11.0,0.333,3.0,1.0,0.588,17.0,10.0,0.667,6.0,4.0,32:25,2.0,3.0,25.0,13.0,2.0,5.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,15,Giannis,6,11,Antetokounmpo,F,17,242,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069433,1.0,6.0,4.0,0.286,7.0,2.0,0.333,9.0,3.0,0.0,0.0,0.0,27:15,0.0,1.0,8.0,4.0,0.0,0.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,283,Brook,7,0,Lopez,C,17,270,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069434,1.0,0.0,2.0,0.0,2.0,0.0,0.727,11.0,8.0,1.0,2.0,2.0,29:21,0.0,0.0,18.0,2.0,1.0,2.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,65,Malcolm,6,5,Brogdon,G,12,229,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069435,2.0,0.0,7.0,0.667,3.0,2.0,0.857,14.0,12.0,0.8,5.0,4.0,30:57,0.0,1.0,30.0,7.0,0.0,0.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,51,Eric,6,1,Bledsoe,G,17,205,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069436,2.0,0.0,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.0,0.0,18:33,0.0,1.0,3.0,2.0,0.0,2.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,72,Sterling,6,6,Brown,G,17,232,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069437,2.0,1.0,9.0,0.4,5.0,2.0,0.375,8.0,3.0,0.0,0.0,0.0,21:40,1.0,4.0,8.0,10.0,0.0,1.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,484,D.J.,6,10,Wilson,F,17,231,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069438,4.0,0.0,1.0,0.0,2.0,0.0,0.25,4.0,1.0,0.0,0.0,0.0,23:27,1.0,3.0,2.0,2.0,3.0,2.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,211,George,6,3,Hill,G,17,188,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069439,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14:40,0.0,0.0,3.0,1.0,1.0,0.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,225,Ersan,6,10,Ilyasova,F,17,235,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069440,1.0,0.0,2.0,1.0,2.0,2.0,0.5,4.0,2.0,0.0,0.0,0.0,13:51,0.0,1.0,6.0,2.0,0.0,0.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,426,Tony,6,7,Snell,G,9,213,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069441,,,,,,,,,,,,,,,,,,,,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,105,Pat,6,4,Connaughton,G,17,209,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069442,,,,,,,,,,,,,,,,,,,,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,131,Donte,6,4,DiVincenzo,G,17,203,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069443,,,,,,,,,,,,,,,,,,,,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,295,Thon,7,1,Maker,F,9,221,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1069444,2.0,0.0,4.0,0.0,2.0,0.0,0.5,6.0,3.0,0.0,0.0,0.0,29:19,2.0,3.0,6.0,6.0,1.0,0.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,229,Jonathan,6,10,Isaac,F,22,210,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069445,3.0,0.0,2.0,0.5,4.0,2.0,0.5,8.0,4.0,0.0,0.0,0.0,18:55,0.0,3.0,10.0,2.0,0.0,1.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,418,Jonathon,6,6,Simmons,F,23,195,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069446,4.0,2.0,5.0,0.4,5.0,2.0,0.458,24.0,11.0,1.0,3.0,3.0,29:48,1.0,0.0,27.0,6.0,0.0,0.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,460,Nikola,7,0,Vucevic,C,22,260,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069447,5.0,0.0,1.0,0.0,5.0,0.0,0.357,14.0,5.0,1.0,1.0,1.0,31:20,0.0,2.0,11.0,1.0,2.0,1.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,160,Evan,6,7,Fournier,G-F,22,205,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069448,7.0,0.0,2.0,0.75,4.0,3.0,0.625,8.0,5.0,0.5,2.0,1.0,28:36,0.0,1.0,14.0,2.0,0.0,1.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,21,D.J.,6,0,Augustin,G,22,183,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069449,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16:05,1.0,1.0,0.0,4.0,0.0,0.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,230,Wes,6,7,Iwundu,F,22,195,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069450,4.0,0.0,2.0,1.0,1.0,1.0,0.5,6.0,3.0,0.0,0.0,0.0,19:24,0.0,1.0,7.0,2.0,0.0,1.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,63,Isaiah,6.0,3.0,Briscoe,G,22,215.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069451,2.0,0.0,1.0,0.333,6.0,2.0,0.467,15.0,7.0,0.0,0.0,0.0,29:40,0.0,1.0,16.0,1.0,2.0,2.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,402,Terrence,6.0,7.0,Ross,G-F,22,206.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069452,2.0,0.0,2.0,0.8,5.0,4.0,0.571,7.0,4.0,0.0,0.0,0.0,18:42,0.0,3.0,12.0,2.0,0.0,1.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,298,Jarell,6.0,10.0,Martin,F,6,239.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069453,1.0,1.0,5.0,0.0,0.0,0.0,0.667,3.0,2.0,0.333,3.0,1.0,18:12,1.0,0.0,5.0,6.0,0.0,1.0,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,28,Mo,7.0,0.0,Bamba,C,22,221.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069454,,,,,,,,,,,,,,,,,,,,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,46,Khem,6.0,9.0,Birch,C,22,233.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069455,,,,,,,,,,,,,,,,,,,,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,177,Aaron,6.0,9.0,Gordon,F,22,220.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069456,,,,,,,,,,,,,,,,,,,,46900,2019-01-19T00:00:00.000Z,22,108,4,False,2018,Final, ,17,118,183,Jerian,6.0,4.0,Grant,G,22,205.0,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1069457,1.0,0.0,3.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15:09,0.0,2.0,0.0,3.0,0.0,1.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,307,Rodney,6.0,4.0,McGruder,F-G,13,200.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069458,2.0,0.0,3.0,1.0,1.0,1.0,0.5,6.0,3.0,1.0,3.0,3.0,25:08,0.0,1.0,10.0,3.0,1.0,1.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,242,James,6.0,8.0,Johnson,F,18,240.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069459,3.0,3.0,6.0,0.0,0.0,0.0,0.75,4.0,3.0,0.0,2.0,0.0,24:58,4.0,1.0,6.0,10.0,0.0,1.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,474,Hassan,7.0,0.0,Whiteside,C,25,265.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069460,4.0,0.0,5.0,0.0,1.0,0.0,0.571,7.0,4.0,0.75,4.0,3.0,25:16,0.0,2.0,11.0,5.0,1.0,3.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,485,Justise,6.0,7.0,Winslow,F,15,225.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069461,2.0,0.0,3.0,0.5,8.0,4.0,0.667,15.0,10.0,1.0,2.0,2.0,29:38,0.0,2.0,26.0,3.0,0.0,0.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,391,Josh,6.0,6.0,Richardson,G-F,23,200.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069462,7.0,0.0,7.0,0.667,3.0,2.0,0.455,11.0,5.0,1.0,2.0,2.0,26:47,3.0,4.0,14.0,10.0,0.0,4.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,461,Dwyane,6.0,4.0,Wade,G,16,220.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069463,2.0,0.0,1.0,0.429,7.0,3.0,0.5,10.0,5.0,0.5,2.0,1.0,25:42,0.0,1.0,14.0,1.0,2.0,3.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,244,Tyler,6.0,4.0,Johnson,G,24,190.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
14287,,,,,,,,,,,,,,,,,,,,569,2019-01-04T00:00:00.000Z,5,116,4,False,2018,Final, ,12,119,7,Rawle,6.0,5.0,Alkins,G,5,225.0,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1069464,3.0,2.0,1.0,0.0,0.0,0.0,0.667,3.0,2.0,0.5,2.0,1.0,22:41,0.0,1.0,5.0,1.0,1.0,2.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,4,Bam,6.0,10.0,Adebayo,C-F,16,255.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069465,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,4:15,0.0,2.0,1.0,2.0,0.0,1.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,358,Kelly,7.0,0.0,Olynyk,F,16,240.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069466,2.0,0.0,6.0,0.429,7.0,3.0,0.692,13.0,9.0,0.0,1.0,0.0,21:49,0.0,4.0,21.0,6.0,0.0,1.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,463,Dion,6.0,4.0,Waiters,G,14,215.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069467,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,0.333,3.0,1.0,18:37,0.0,3.0,9.0,2.0,0.0,0.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,247,Derrick,6.0,7.0,Jones Jr.,F-G,16,200.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069468,,,,,,,,,,,,,,,,,,,,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,144,Wayne,,,Ellington,G,20,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069469,,,,,,,,,,,,,,,,,,,,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,203,Udonis,6.0,8.0,Haslem,F,16,235.0,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1069470,0.0,0.0,4.0,1.0,1.0,1.0,0.4,5.0,2.0,0.0,0.0,0.0,23:12,0.0,3.0,5.0,4.0,1.0,0.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,222,Chandler,6.0,7.0,Hutchison,F,5,197.0,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1069471,0.0,1.0,6.0,0.4,10.0,4.0,0.368,19.0,7.0,0.667,3.0,2.0,33:31,3.0,1.0,20.0,9.0,2.0,2.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,297,Lauri,7.0,0.0,Markkanen,F,5,240.0,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1069472,0.0,0.0,3.0,1.0,1.0,1.0,0.4,5.0,2.0,0.0,0.0,0.0,20:56,4.0,0.0,5.0,7.0,0.0,0.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,284,Robin,7.0,0.0,Lopez,C,17,275.0,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1069473,6.0,0.0,3.0,0.286,7.0,2.0,0.368,19.0,7.0,0.857,7.0,6.0,34:36,0.0,4.0,22.0,3.0,1.0,3.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,268,Zach,6.0,5.0,LaVine,G,5,200.0,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1069474,5.0,0.0,3.0,0.0,1.0,0.0,0.214,14.0,3.0,0.0,0.0,0.0,32:58,1.0,1.0,6.0,4.0,2.0,2.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,139,Kris,6,4,Dunn,G,5,205,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1069475,0.0,0.0,2.0,0.0,1.0,0.0,0.167,6.0,1.0,0.5,4.0,2.0,17:53,1.0,3.0,4.0,3.0,0.0,1.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,412,Wayne,6,5,Selden,G-F,5,230,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1069476,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,16:36,0.0,3.0,1.0,1.0,0.0,0.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,199,Shaquille,6,4,Harrison,G,5,190,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1069477,2.0,0.0,4.0,0.667,3.0,2.0,0.667,12.0,8.0,1.0,3.0,3.0,24:05,2.0,4.0,21.0,6.0,1.0,2.0,46905,2019-01-19T00:00:00.000Z,5,103,4,False,2018,Final, ,16,117,377,Bobby,6,11,Portis,F,20,250,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
